scorer,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000
bodyparts,Snout,Snout,Snout,LFL,LFL,LFL,RFL,RFL,RFL,LHL,LHL,LHL,RHL,RHL,RHL,Tailtip,Tailtip,Tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
251,364.5388771,203.4076633,1,329.0964732,214.536046,1,266.1898279,216.6036763,1,234.2567081,212.9825392,1,257.3455272,209.871891,1,129.016129,185.7870722,1
252,364.6393688,203.443615,1,328.6163225,214.6319673,1,266.1805654,216.5545211,1,234.3120065,212.8639078,1,257.2723737,209.8187518,1,129.0356436,185.7688203,1
253,367.520932,204.1571913,1,330.3786168,214.2268562,1,265.5751629,215.9768004,1,234.600718,212.2377663,1,259.7865184,211.4600875,1,132.8945352,185.9315457,1
254,367.5254488,204.2200422,1,330.0916482,214.5707922,1,265.7081923,216.0616088,1,234.324769,212.7286568,1,259.7042617,211.6522846,1,132.7993524,186.1087542,1
255,370.9302858,204.9689054,1,330.1431396,214.6690111,1,266.5697989,214.4773293,1,235.1817098,212.2919636,1,260.5901831,212.0739758,1,135.8191836,186.2538395,1
256,370.9237722,204.9754381,1,330.1418488,214.7201443,1,266.6500435,214.4131889,1,235.1868191,212.2365055,1,260.7547323,212.0542563,1,135.8482306,186.3007541,1
257,373.7787108,204.6310968,1,330.4118899,214.9932947,1,270.4008093,213.4859638,1,234.3436975,212.1956873,1,261.569878,212.3351183,1,137.8712254,185.8381953,1
258,374.0513473,204.6470909,1,330.3124959,215.2270908,1,270.515512,213.4649734,1,234.4505643,212.1511946,1,261.7858834,212.3885288,1,137.8404632,185.9403887,1
259,377.6935267,204.2257328,1,330.5016097,214.4526243,1,274.9318194,209.5554023,1,235.1034656,212.321104,1,263.7180367,213.1327448,1,140.5480556,185.1932702,1
260,377.691659,204.2255106,1,330.5176429,214.458909,1,274.9346033,209.5577521,1,235.10356,212.3204336,1,263.7200601,213.1339464,1,140.5478354,185.1932325,1
261,382.0466518,204.3493547,1,329.9726887,213.5247322,1,286.9207425,201.2032142,1,234.01393,213.4316816,1,265.5365334,214.7270238,1,142.4084191,185.8356047,1
262,382.1267493,204.3321066,1,329.8442211,213.4649944,1,286.4712088,201.371891,1,233.6472859,213.5203314,1,265.4500976,214.6103401,1,142.3547831,185.7111483,1
263,385.24541,203.8601718,1,328.8527675,212.7700884,0.999999642,295.3261364,199.1264431,1,235.9723116,213.5854664,1,266.2181759,214.9390106,1,144.7354407,185.957922,1
264,385.1952481,203.8987308,1,328.8534241,212.8507491,0.999999642,295.2825778,199.1049881,1,235.9201616,213.5236645,1,266.2225862,214.9828408,1,144.7587075,185.9733315,1
265,387.8018826,203.7204514,1,330.8025031,214.6887772,1,306.6501317,198.061367,1,235.8810518,212.595541,1,266.7003293,214.3695285,1,147.4139986,186.0165644,1
266,387.8018826,203.7204514,1,330.8025031,214.6887772,1,306.6501317,198.061367,1,235.8810518,212.595541,1,266.7003293,214.3695285,1,147.4139986,186.0165644,1
267,390.2868185,203.7623549,1,329.5621018,214.7712665,1,320.8701229,200.2061162,1,236.7506272,212.6982784,1,265.4406781,214.663276,1,150.6274047,186.64852,1
268,390.2862108,203.763473,1,329.5601411,214.7730556,1,320.8661914,200.2074356,1,236.7485756,212.6998196,1,265.4394345,214.6613493,1,150.6336706,186.6467919,1
269,392.2857704,203.7563791,1,330.0953541,214.5026968,1,329.9910388,199.719877,1,239.7561259,212.301624,1,263.288862,215.7797418,1,153.6769714,187.7808809,1
270,392.2857704,203.7563782,1,330.0953541,214.5026968,1,329.9910388,199.719877,1,239.7561259,212.301624,1,263.288862,215.7797418,1,153.6769719,187.7808809,1
271,395.0256453,203.6171088,1,330.3799424,213.2475418,1,340.0070964,199.2508812,1,241.5759497,208.6247334,1,262.5075767,215.5150292,1,155.8680849,189.1988888,1
272,395.0279841,203.6161804,1,330.3721752,213.247383,1,340.0075303,199.2491856,1,241.5757132,208.6235445,1,262.5009899,215.5079453,1,155.8728017,189.1952066,1
273,397.742165,203.5922112,1,330.0103087,214.3150995,1,349.0076683,198.9827125,1,242.6098505,203.4327312,1,263.2580326,214.9311993,1,159.6988671,190.1763277,1
274,397.742165,203.5922112,1,330.0103087,214.3150995,1,349.0076683,198.9827125,1,242.6098505,203.4327312,1,263.2580326,214.9311993,1,159.6988671,190.1763277,1
275,399.993695,203.8723078,1,329.4333329,215.2736359,1,362.009048,202.1758251,1,248.7311249,202.0079446,0.999997616,263.1493556,214.4703982,1,163.1784396,190.3181248,1
276,399.9960318,203.8703685,1,329.4312887,215.2734821,1,362.0096545,202.1760821,1,248.734611,202.0119963,0.999997616,263.1503801,214.4745417,1,163.1761851,190.3181944,1
277,401.9536948,203.906209,1,329.6551948,215.4304554,1,367.4598005,205.0743952,1,324.0670853,212.7117763,0.005542343,264.3724427,214.3686082,1,167.1853712,190.361002,1
278,401.9536948,203.906209,1,329.6551948,215.4304554,1,367.4598005,205.0743952,1,324.0670853,212.7117763,0.005542343,264.3724427,214.3686082,1,167.1853712,190.361002,1
279,404.3490342,204.1956873,1,329.9427419,215.6081648,1,372.5147123,207.8379765,1,324.0999179,212.704689,0.00552488,264.357295,214.7571952,1,169.7191808,190.39396,1
280,404.3489142,204.1951246,1,329.9434195,215.6077616,1,372.5144596,207.837636,1,324.1020851,212.706285,0.005538438,264.3603702,214.7581921,1,169.7322557,190.3942661,1
281,407.004324,204.1453152,1,330.6555033,214.7990062,1,372.8443388,210.6444259,1,291.4969817,209.4468837,0.085569724,264.2447276,214.9732556,1,172.7734029,189.8186731,1
282,407.004324,204.1453152,1,330.6555033,214.7990062,1,372.8443388,210.6444259,1,291.4969817,209.4468837,0.085569724,264.2447276,214.9732556,1,172.7734029,189.8186731,1
283,409.765192,203.4899344,1,330.8610979,213.9001627,1,372.4416227,212.2994175,1,298.7059475,203.4403634,1,264.1460524,214.3669631,1,176.0364761,189.3466501,1
284,409.7651615,203.4907169,1,330.8616766,213.9080563,1,372.4411154,212.3012772,1,298.7070389,203.4425778,1,264.1471653,214.3706727,1,176.0378346,189.3441544,1
285,412.31408,203.313086,1,328.9781156,213.8766947,1,372.9945139,213.1423416,1,306.3005939,203.1854591,1,263.652652,213.9233036,1,180.1862031,187.4702854,1
286,412.31408,203.313086,1,328.9781156,213.8766947,1,372.9945139,213.1423416,1,306.3005939,203.1854591,1,263.652652,213.9233036,1,180.1862031,187.4702854,1
287,416.0957017,203.3559341,1,329.3436971,214.34747,1,373.562344,213.629653,1,314.7520514,203.8638411,1,263.5563593,214.7752671,1,183.3733053,186.4315934,1
288,416.0948696,203.3539872,1,329.3439941,214.3452103,1,373.5629667,213.6318779,1,314.7495577,203.8638091,1,263.5580578,214.7765913,1,183.3744068,186.4299412,1
289,418.6236329,203.2460198,1,330.2914343,213.4990475,1,374.277693,213.6829119,1,321.5131838,203.9707766,1,263.8788939,214.9363589,1,187.3455806,185.5839124,1
290,418.6236329,203.2460198,1,330.2914343,213.4990475,1,374.277693,213.6829119,1,321.5131838,203.9707766,1,263.8788939,214.9363589,1,187.3455806,185.5839124,1
291,420.7093138,203.1083956,1,332.0051497,213.0126112,1,374.0439029,213.6973448,1,326.2285268,207.1911926,1,263.9024353,214.96138,1,190.1654422,184.7769256,1
292,420.7086366,203.1088915,1,332.0049948,213.0133734,1,374.0424452,213.6964035,1,326.2276351,207.1911783,1,263.9029031,214.9621108,1,190.1650324,184.7782292,1
293,423.5896676,203.2640471,1,335.1887736,215.4281349,0.999999762,373.7383499,214.0840406,1,328.0394111,209.7536221,1,264.2322159,215.0158679,1,194.2814794,185.0599103,1
294,423.5896676,203.2640471,1,335.1887741,215.4281349,0.999999762,373.7383499,214.0840406,1,328.0394111,209.7536221,1,264.2322159,215.0158679,1,194.2814794,185.0599103,1
295,426.3967514,202.7898984,1,336.3961215,215.6969917,1,373.8273587,213.6211872,1,328.1247754,210.0220985,1,264.009582,215.0087159,1,198.1079249,185.1229329,1
296,426.3956037,202.7917042,1,336.3961041,215.6967757,1,373.8283304,213.6215029,1,328.1251493,210.0217304,1,264.0096664,215.0085552,1,198.1075974,185.1226783,1
297,430.2442393,202.6462059,1,340.8089195,212.7272514,1,373.5640674,213.3697195,1,330.5462415,211.5483809,1,264.2778053,215.2863576,1,201.7037377,185.4803648,1
298,430.3411596,202.6508837,1,341.0377682,212.5209791,1,373.5010161,213.6324644,1,330.8996006,211.6633735,1,264.1536436,215.1219974,1,201.9574466,185.5461454,1
299,433.5990653,202.8247671,1,346.305226,208.2477994,0.999999762,374.1838408,213.2081051,1,332.8308436,212.2938919,1,264.5214257,214.6872365,1,203.8678045,186.2643199,1
300,433.7559943,202.7920284,1,347.273919,208.4257431,0.999999762,374.129607,213.3106937,1,332.7541388,212.3857059,1,264.732048,214.5579226,1,203.7891216,186.3611627,1
301,436.3682671,202.9267602,1,352.8991909,207.4349835,0.999958515,374.3443656,214.2066765,1,332.6011143,211.5762253,1,265.601244,212.0425272,1,208.0327039,186.6452966,1
302,436.2087288,202.8759131,1,353.6837914,207.8193429,0.999569714,374.3183379,213.9309511,1,332.6402939,211.8749194,1,265.226069,213.0128361,1,208.0230894,186.5814729,1
303,438.0966721,203.6397576,1,355.6110913,208.0914381,0.796457767,373.8768532,214.8625793,1,332.5227162,211.9614387,1,268.7386659,210.2186089,1,210.4305778,186.5521579,1
304,438.1196747,203.6333456,1,355.7261774,208.0779173,0.772673249,373.8390069,214.8610086,1,332.5703571,211.9877987,1,268.747143,210.1974058,1,210.4666462,186.5254874,1
305,441.1295252,203.094933,1,378.8815471,204.8193475,0.998677313,373.0533904,215.8909206,1,334.8813434,213.2204189,1,275.0949286,206.6924028,1,214.05318,186.3218207,1
306,441.1295252,203.094933,1,378.8815471,204.8193475,0.998677313,373.0533904,215.8909206,1,334.8813434,213.2204189,1,275.0949286,206.6924028,1,214.05318,186.3218207,1
307,443.4139743,202.3334117,1,389.2740922,201.7621222,0.999960423,374.257776,216.4345255,1,334.5338154,213.713212,1,285.5482745,200.0488143,1,216.5894475,186.6452355,1
308,443.4208651,202.316433,1,389.3058034,201.7902207,0.999970078,374.2204654,216.4167118,1,334.6662695,213.6893377,1,285.8141432,199.5794775,1,216.3582091,186.6636996,1
309,446.4197335,201.2575788,1,385.8429339,203.9424196,0.130225301,373.6393846,216.4497213,1,334.0571914,213.2798252,1,296.1303864,197.4576864,1,219.4507523,187.9928069,1
310,446.4467933,201.1764679,1,386.4164456,203.9095374,0.108330086,373.4812934,216.3346272,1,334.0264723,213.3589554,1,296.1476789,197.6120262,1,219.3847666,188.0242023,1
311,449.7553592,200.4982963,1,381.6922376,205.7286277,0.067886241,373.677223,216.3752985,1,334.4122577,213.6927185,1,306.2940031,197.9542513,1,220.9350604,188.6205492,1
312,449.7969527,200.4998446,1,381.7880514,205.6930332,0.070260338,373.6852441,216.3858757,1,334.5013123,213.9236193,1,306.1482458,198.1318979,1,220.9214718,188.6566668,1
313,452.0330232,200.205287,1,382.2967725,206.0289278,0.045603864,374.1209588,216.4821434,1,333.5029584,214.2699528,1,321.65556,199.3445408,0.999999642,223.7572424,189.9143124,1
314,452.1639018,200.2258682,1,382.1853385,206.1370263,0.030488979,373.8394448,216.3555641,1,332.8856311,214.3409519,1,320.7619586,198.6777301,0.999999881,223.7896955,189.6833191,1
315,455.2144251,199.1293287,1,434.6179276,207.0063612,1,374.0267711,214.9987593,1,333.328267,214.3739178,1,330.7831496,201.5523448,1,226.531193,190.2026949,1
316,455.1720936,199.1492872,1,434.621058,207.0039937,1,374.0288854,215.0446424,1,333.3806483,214.3389375,1,330.6940016,201.4931264,1,226.5610876,190.1963091,1
317,459.2391645,198.5261192,1,438.1734934,208.1902614,1,373.0972389,213.5868454,1,346.023505,207.497339,0.999999881,334.7974176,211.5795689,1,229.7173649,190.2841215,1
318,459.2391645,198.5261192,1,438.1734934,208.1902614,1,373.0972389,213.5868454,1,346.023505,207.497339,0.999999881,334.7974176,211.5795689,1,229.7173649,190.2841215,1
319,461.7010372,198.6367702,1,439.2273755,211.6119237,1,373.6765851,213.9033213,1,355.1703799,206.1076756,1,336.2702694,213.9596195,1,232.4264512,190.6716795,1
320,461.8014909,198.668046,1,439.3869588,211.8434978,1,373.6229255,213.8887634,1,355.1887397,206.08881,1,336.2676086,214.010478,1,232.4035072,190.7800617,1
321,464.4615731,199.8283079,1,436.4875664,213.8077564,1,372.2066323,213.9535923,1,333.8081291,212.4796337,1,355.0992702,207.5898774,0.999998927,234.1597687,190.8557892,1
322,464.4615731,199.8283079,1,436.4875664,213.8077564,1,372.2066323,213.9535923,1,333.8081291,212.4796337,1,355.0992702,207.5898774,0.999998927,234.1597687,190.8557892,1
323,467.3056755,200.96627,1,436.5638247,214.9868097,1,372.4454441,214.6187825,1,332.0245191,213.0351286,1,366.0225978,208.5332294,1,237.5756034,190.8642912,1
324,467.2651372,200.9784255,1,436.4890604,214.9710717,1,372.5737305,214.604919,1,332.0086307,213.1326456,1,366.0291653,208.4447522,1,237.4486361,190.7344656,1
325,469.6771157,202.3105044,1,437.4335003,215.4799373,1,373.6546404,212.9041824,1,332.3390351,212.6039352,1,366.9069836,210.8914437,1,240.7908278,189.8758945,1
326,469.7193199,202.3855143,1,437.5208292,215.4920828,1,373.6905212,212.9111586,1,332.4719505,212.684123,1,366.8636174,210.8416904,1,240.7271852,189.766161,1
327,473.4713073,203.7123232,1,438.4322586,215.0136693,1,378.5853208,210.6796346,1,333.2467756,213.0385494,1,368.1608086,210.9012713,1,244.2463508,189.5613623,1
328,473.4801021,203.7103262,1,438.4159856,215.0038223,1,378.6528865,210.66186,1,333.2432656,213.0175905,1,368.1763165,210.886692,1,244.2556949,189.5687008,1
329,478.2410433,203.9289408,1,439.640516,215.1251929,1,383.9490108,207.52983,1,333.4284732,212.9518404,1,369.1288996,211.4475741,1,246.576967,189.5285225,1
330,478.2410433,203.9289408,1,439.640516,215.1251929,1,383.9490108,207.52983,1,333.4284732,212.9518404,1,369.1288996,211.4475741,1,246.576967,189.5285225,1
331,482.0373149,204.2794437,1,438.3496029,215.0399961,1,395.3890443,201.4795175,1,332.7383155,213.4664755,1,371.686358,213.1095886,1,249.1321607,189.3320904,1
332,482.0387077,204.2819242,1,438.3259618,215.0381677,1,395.4255705,201.4577103,1,332.7393209,213.4709291,1,371.6917181,213.0797453,1,249.1358638,189.3361969,1
333,485.3447284,204.7152195,1,437.2956635,215.5585911,1,404.8829956,200.8247867,1,333.8814856,213.5075626,1,371.7585467,213.4807081,1,251.7026302,189.2711267,1
334,485.3447284,204.7152195,1,437.2956635,215.5585911,1,404.8829956,200.8247867,1,333.8814856,213.5075626,1,371.7585467,213.4807081,1,251.7026302,189.2711267,1
335,488.8332839,204.9601231,1,437.8925625,216.1606183,1,412.1762142,200.3097634,1,334.5674765,213.5293779,1,372.2679206,213.1309576,1,254.7078712,189.1815691,1
336,488.8332868,204.9603329,1,437.8927977,216.1606159,1,412.1769075,200.3099399,1,334.5685577,213.5249033,1,372.2657049,213.1303883,1,254.709197,189.1812668,1
337,492.6315678,204.4779701,1,439.2964854,216.6442838,1,425.4128046,200.7761769,1,336.9888263,213.4273443,1,371.0259866,212.7924185,1,258.611066,188.8983583,1
338,492.6315678,204.4779701,1,439.2964854,216.6442838,1,425.4128046,200.7761769,1,336.9888263,213.4273443,1,371.0259866,212.7924185,1,258.611066,188.8983583,1
339,495.6489601,203.7311773,1,438.707082,215.491209,1,436.9078059,200.1034741,1,338.0267339,210.2540383,1,370.7315307,213.366415,1,262.5770018,189.0744362,1
340,495.6505966,203.7323999,1,438.7051928,215.4890094,1,436.9062949,200.1019206,1,338.024622,210.2544534,1,370.7353488,213.366621,1,262.5775859,189.0741377,1
341,498.0664897,203.4937625,1,440.0455718,214.7917469,1,447.915204,200.4188151,1,341.1397829,202.57976,1,370.5972983,213.9194527,1,265.4403865,189.3577881,1
342,498.0664897,203.4937625,1,440.0455718,214.7917469,1,447.915204,200.4188151,1,341.1397829,202.57976,1,370.5972983,213.9194527,1,265.4403865,189.3577881,1
343,500.2701075,203.4691682,1,439.0719695,216.6444211,1,458.7495422,201.4787421,1,350.2177114,198.0770788,1,369.7994592,211.5649915,1,268.9397908,189.2315826,1
344,500.268381,203.4622211,1,439.0630522,216.6498404,1,458.736237,201.470881,1,350.2155461,198.0777774,1,369.8012464,211.5648284,1,268.9374199,189.2350273,1
345,503.9693005,203.7929945,1,437.8985196,217.1653609,1,469.7053831,205.0194054,1,360.0917802,202.2626586,0.212799773,370.6328698,213.3939228,1,272.240674,188.234911,1
346,503.9693005,203.7929945,1,437.8985196,217.1653609,1,469.7053831,205.0194054,1,360.0917802,202.2626586,0.212799773,370.6328698,213.3939228,1,272.240674,188.234911,1
347,507.6729321,203.4535027,1,438.2903614,216.5510497,1,475.6446301,207.3241854,1,432.1479309,212.7572012,0.004794819,371.1216038,213.0709753,1,276.5952162,187.0146236,1
348,507.6715064,203.4540563,1,438.2773798,216.5293598,1,475.6265425,207.3416686,1,432.131819,212.7464075,0.004987724,371.1244304,213.0689344,1,276.5940623,187.0060964,1
349,512.2368655,202.9752431,1,437.9613804,215.9036403,1,476.9745932,210.9782281,1,432.1297886,212.7847753,0.015144484,371.280961,213.3598843,1,280.3844633,185.8767762,1
350,512.2368655,202.9752431,1,437.9613804,215.9036403,1,476.9745932,210.9782281,1,432.1297886,212.7847753,0.015144484,371.280961,213.3598843,1,280.3844633,185.8767762,1
351,515.2607899,202.9086142,1,437.9016985,215.4133613,1,476.7340173,212.6530075,1,396.8253291,203.3422731,0.999996066,370.7506657,212.7520447,1,283.7141805,185.1678176,1
352,515.1745973,202.8865361,1,437.9415638,215.4329669,1,476.7073123,212.6593304,1,396.7989913,203.318844,0.999995828,370.7333318,212.7656116,1,283.7742314,185.093689,1
353,517.1361669,203.3986239,1,436.2144756,214.3064752,1,477.4421366,213.3279457,1,407.1596115,202.7121992,1,370.8462756,212.6801414,1,287.7820637,183.8627634,1
354,517.1361669,203.3986239,1,436.2144756,214.3064752,1,477.4421366,213.3279457,1,407.1596115,202.7121992,1,370.8462756,212.6801414,1,287.7820637,183.8627634,1
355,521.1164908,203.5792503,1,438.0970509,216.6513376,1,476.6699021,214.058054,1,416.6706653,202.2913928,1,371.4422781,213.0054798,1,291.1340576,182.7263041,1
356,521.1062803,203.6030369,1,438.0714221,216.677598,1,476.6963412,214.0751219,1,416.6921434,202.3264198,1,371.4079202,212.937727,1,291.1598008,182.7355833,1
357,525.2696581,203.3468595,1,439.1369333,216.4587765,1,475.8527317,214.2181044,1,424.5116258,204.1231699,1,371.9699953,213.2943888,1,295.9961579,181.2807026,1
358,525.2696581,203.3468595,1,439.1369333,216.4587765,1,475.8527317,214.2181044,1,424.5116258,204.1231699,1,371.9699953,213.2943888,1,295.9961579,181.2807026,1
359,528.7858033,202.6385908,1,439.4822881,216.1175714,1,476.1405034,213.9305925,1,429.7835566,208.759728,1,371.8198014,213.7668667,1,300.096903,179.9625764,1
360,529.0486221,202.7111764,1,439.4364638,215.8185961,1,475.9177747,213.9868937,1,429.7273775,208.8227897,1,371.720312,213.736784,1,299.7774685,180.0152874,1
361,531.8234191,202.99014,1,439.5798197,216.2107496,0.999999762,476.9930906,215.7943916,1,431.6615255,211.2349772,1,371.7766467,213.5420628,1,303.4985299,179.9970264,1
362,531.7441449,202.9457688,1,439.7546015,216.204473,0.999999762,476.9886122,215.8412323,1,431.7490687,211.1894751,1,371.6585111,213.4073963,1,303.4445152,180.0310144,1
363,534.174737,202.0283909,1,441.1365807,214.7651193,0.999999881,477.5949011,215.733578,1,433.3817129,211.0761175,1,371.520488,212.8245163,1,308.2197134,179.8325887,1
364,534.1293209,202.0882235,1,441.1438367,214.7198353,0.999999881,477.5809717,215.7404804,1,433.3788223,211.0965614,1,371.5494067,212.8173351,1,308.2193198,179.8474979,1
365,537.9302588,200.8319168,1,444.5450292,212.3737534,0.999999642,477.1027642,214.4680605,1,435.6514606,210.6221814,1,372.4748698,211.1230783,1,311.4104304,180.0077686,1
366,537.9302588,200.8319168,1,444.5450292,212.3737534,0.999999642,477.1027642,214.4680605,1,435.6514606,210.6221814,1,372.4748698,211.1230783,1,311.4104304,180.0077686,1
367,542.4536366,199.086139,1,449.2027581,211.9825732,0.999999642,477.349421,214.4627857,1,436.2580695,212.0065374,1,378.6371031,208.4640169,1,314.1448284,180.588624,1
368,542.4429004,199.0955939,1,449.0836012,212.025848,0.999999642,477.3668396,214.4592533,1,436.2779983,212.014287,1,378.6441817,208.1764317,1,314.296768,180.5236149,1
369,545.8021426,198.9399393,1,461.0906497,209.7488713,0.999999762,477.3767972,213.5819149,1,436.1746517,212.0493736,1,385.7344289,202.4742656,1,316.1611624,180.9361569,1
370,545.5734878,199.0438294,1,461.8327326,209.8508615,0.999999404,477.5661587,213.5791235,1,436.7549079,212.0622883,1,386.0330958,201.7126331,1,316.3152523,181.0275098,1
371,547.2054977,199.3493595,1,466.1992688,211.6223414,0.00279384,477.5834769,214.6053867,1,436.7259361,212.9759026,1,397.3164406,197.7625065,1,318.8165267,182.6323986,1
372,547.2736108,199.3507471,1,466.341527,211.6321822,0.002925761,477.4971867,214.7204819,1,436.7622858,212.9901772,1,397.3346207,197.761117,1,318.8814342,182.5598488,1
373,550.0318971,199.2597933,1,484.8477325,206.2835793,0.000490735,477.0969067,215.3871775,1,436.4625322,213.3912802,1,406.7814164,198.0810261,1,321.412219,183.1993544,1
374,549.8132552,199.1970768,1,483.1769385,211.3319139,0.000813952,477.0396857,215.0432692,1,436.3775184,213.4034748,1,407.169786,198.8396292,1,321.2932978,183.2137945,1
375,553.3081307,199.2711797,1,513.4129577,207.3336425,0.000283908,476.3632949,215.294692,1,437.2053227,213.7231455,1,415.529551,197.3658829,1,323.5035191,183.9044652,1
376,553.4038119,199.238203,1,513.3713279,207.36133,0.000306562,476.3711867,215.3012791,1,437.2072719,213.7200136,1,415.5352764,197.3599157,1,323.5625739,184.0333076,1
377,556.1380606,199.7753847,1,437.7906199,214.6871581,0.000243941,476.5033221,214.4321947,1,435.5082454,213.7358799,1,428.1020367,200.60289,1,326.9835539,185.1577778,1
378,556.1380606,199.7753847,1,437.7906199,214.6871581,0.000243941,476.5033221,214.4321947,1,435.5082454,213.7358799,1,428.1020367,200.60289,1,326.9835539,185.1577778,1
379,559.2997355,199.9926991,1,532.3993256,205.0610533,1,477.5317172,213.2256918,1,438.3877077,212.0831801,1,440.5816708,207.9474831,1,330.5050173,186.471983,1
380,559.2070603,199.9672284,1,532.3794059,205.0185251,1,477.5227607,213.2861843,1,437.8463991,212.075725,1,440.7596054,207.6966102,1,330.5190516,186.4900622,1
381,562.701045,200.7395349,1,534.78336,209.736784,1,476.4680962,213.1445656,1,451.044844,206.3046281,1,441.4100766,211.477434,1,333.5416609,187.1595397,1
382,562.701045,200.7395349,1,534.78336,209.736784,1,476.4680962,213.1445656,1,451.044844,206.3046281,1,441.4100766,211.477434,1,333.5416609,187.1595397,1
383,565.5516281,202.0241418,1,533.7315354,214.6688309,1,476.2982298,213.8468676,1,439.7625968,213.7794952,1,458.388033,206.9324288,1,336.7553186,186.8168249,1
384,565.5544167,201.9891505,1,533.6714956,214.5956583,1,476.2817447,213.8178539,1,439.7035098,213.772438,1,458.4212378,206.942636,1,336.8350701,186.8290901,1
385,568.3753633,202.8653727,1,533.2017528,214.9648142,1,475.0388243,212.0484123,1,436.7233015,213.1241817,1,467.4509314,204.5270042,1,340.2986565,185.638711,1
386,568.3753633,202.8653727,1,533.2017528,214.9648142,1,475.0388243,212.0484123,1,436.7233015,213.1241817,1,467.4509314,204.5270052,1,340.2986565,185.638711,1
387,571.8536482,203.7920737,1,533.461166,214.2947121,1,476.8445675,211.73738,1,436.7515584,212.6939411,1,471.8507137,208.2020106,0.999999881,344.9832945,185.1574259,1
388,571.8535094,203.7917814,1,533.4612676,214.2948751,1,476.8448834,211.7374668,1,436.7507622,212.6940308,1,471.850596,208.2020445,0.999999881,344.9823375,185.1595635,1
389,574.9425836,204.2041273,1,533.2706189,213.8570652,1,479.7667286,209.9712644,1,436.6841323,212.2050352,1,472.9042778,209.5661483,1,348.7704382,183.4737532,1
390,574.9425836,204.2041273,1,533.2706189,213.8570652,1,479.7667286,209.9712644,1,436.6841323,212.2050352,1,472.9042778,209.5661483,1,348.7704382,183.4737532,1
391,578.7658687,204.7601767,1,533.1720413,214.3797016,1,483.6768303,208.0917196,1,435.9476953,212.2268763,1,473.9324532,210.9009004,1,351.135191,182.4898963,1
392,578.7663903,204.7597961,1,533.1717727,214.3795366,1,483.676855,208.0918403,1,435.9472525,212.2275,1,473.9320607,210.9010372,1,351.1384683,182.4910903,1
393,582.2377064,205.3370724,1,531.9974128,214.0437946,1,492.978785,202.8055649,1,435.9889957,212.9218817,1,476.3326753,211.9701424,1,353.6486511,181.6628218,1
394,582.2377064,205.3370724,1,531.9974128,214.0437946,1,492.978785,202.8055649,1,435.9889957,212.9218817,1,476.3326753,211.9701424,1,353.6486511,181.6628218,1
395,585.2142777,205.4126415,1,530.2822703,213.3695793,1,502.5933583,198.2176981,1,436.0956658,213.0344496,1,478.0278244,213.4149039,1,356.4629743,181.2060757,1
396,585.2143497,205.4137983,1,530.2818213,213.3701525,1,502.5936446,198.218338,1,436.0949977,213.035635,1,478.0273507,213.4147737,1,356.4637071,181.2072172,1
397,588.0610183,205.9422646,1,533.1328793,215.272748,1,514.447216,198.4846404,1,436.6710507,212.7063284,1,478.2533441,212.7041922,1,359.2677727,180.8828974,1
398,588.0610183,205.9422646,1,533.1328793,215.272748,1,514.447216,198.4846404,1,436.6710507,212.7063284,1,478.2533441,212.7041922,1,359.2677727,180.8828974,1
399,590.3265696,205.7125711,1,532.681428,214.6924083,1,527.1196294,198.8654666,1,437.7951258,212.8942564,1,478.3075507,213.2004871,1,361.9918737,180.8179073,1
400,590.3179884,205.7034807,1,532.6837454,214.6933413,1,527.1201475,198.8670733,1,437.7948195,212.8962569,1,478.3077149,213.2019529,1,361.9880166,180.823164,1
401,593.7833991,205.1522741,1,531.7370338,213.0732889,1,536.5293798,197.6902447,1,438.5522025,212.9068338,1,478.8723531,213.6226282,1,364.4050615,180.9425888,1
402,593.7833991,205.1522741,1,531.7370338,213.0732889,1,536.5293798,197.6902447,1,438.5522025,212.9068338,1,478.8723531,213.6226282,1,364.4050615,180.9425888,1
403,597.1469368,204.7707796,1,532.8633699,213.7329779,1,547.3274201,198.0384474,1,440.3844135,211.955317,0.999999762,478.5605752,213.9108311,1,367.5954692,181.8102446,1
